iter	Passed	Remaining
831	15621	21930
832	15641	21913
833	15661	21895
834	15680	21877
835	15696	21854
836	15713	21833
837	15732	21815
838	15751	21796
839	15770	21778
840	15787	21757
841	15807	21740
842	15826	21722
843	15846	21703
844	15866	21687
845	15886	21670
846	15900	21644
847	15918	21624
848	15936	21605
849	15955	21587
850	15973	21566
851	15992	21548
852	16010	21528
853	16031	21513
854	16049	21493
855	16067	21473
856	16085	21454
857	16104	21434
858	16124	21418
859	16142	21398
860	16163	21382
861	16182	21363
862	16202	21347
863	16222	21329
864	16242	21311
865	16259	21291
866	16277	21271
867	16296	21253
868	16316	21236
869	16335	21217
870	16354	21198
871	16373	21180
872	16392	21161
873	16409	21141
874	16428	21122
875	16444	21100
876	16461	21078
877	16479	21059
878	16498	21041
879	16516	21021
880	16537	21005
881	16556	20986
882	16575	20968
883	16591	20946
884	16607	20923
885	16625	20903
886	16645	20886
887	16666	20871
888	16685	20852
889	16706	20836
890	16727	20819
891	16746	20802
892	16766	20785
893	16784	20764
894	16803	20745
895	16822	20727
896	16844	20712
897	16861	20692
898	16882	20675
899	16900	20655
900	16919	20637
901	16936	20617
902	16954	20597
903	16973	20577
904	16991	20558
905	17009	20539
906	17028	20520
907	17045	20499
908	17063	20479
909	17084	20463
910	17102	20444
911	17120	20424
912	17139	20405
913	17157	20386
914	17176	20367
915	17193	20347
916	17212	20328
917	17229	20307
918	17246	20287
919	17263	20266
920	17282	20247
921	17299	20226
922	17318	20208
923	17337	20189
924	17355	20170
925	17373	20150
926	17390	20129
927	17408	20109
928	17425	20089
929	17444	20070
930	17463	20051
931	17485	20036
932	17503	20017
933	17521	19998
934	17539	19978
935	17557	19958
936	17575	19939
937	17594	19920
938	17613	19901
939	17631	19882
940	17650	19863
941	17668	19844
942	17689	19828
943	17707	19808
944	17726	19789
945	17744	19769
946	17762	19750
947	17780	19731
948	17800	19714
949	17818	19694
950	17836	19674
951	17861	19662
952	17879	19642
953	17896	19622
954	17915	19603
955	17935	19586
956	17955	19569
957	17972	19548
958	17990	19528
959	18009	19510
960	18027	19491
961	18047	19473
962	18064	19452
963	18081	19432
964	18099	19411
965	18117	19392
966	18139	19377
967	18161	19362
968	18183	19347
969	18203	19329
970	18224	19313
971	18244	19296
972	18262	19276
973	18278	19253
974	18295	19233
975	18313	19214
976	18332	19195
977	18349	19175
978	18366	19154
979	18385	19135
980	18403	19116
981	18422	19097
982	18439	19077
983	18458	19058
984	18475	19038
985	18492	19017
986	18508	18996
987	18525	18975
988	18542	18954
989	18559	18934
990	18577	18915
991	18595	18895
992	18615	18878
993	18633	18858
994	18650	18838
995	18668	18818
996	18687	18799
997	18705	18780
998	18724	18761
999	18742	18742
1000	18761	18723
1001	18778	18703
1002	18796	18683
1003	18814	18664
1004	18832	18645
1005	18856	18631
1006	18870	18608
1007	18889	18589
1008	18907	18570
1009	18925	18550
1010	18944	18531
1011	18961	18512
1012	18978	18491
1013	18996	18472
1014	19014	18452
1015	19033	18433
1016	19051	18414
1017	19070	18395
1018	19089	18377
1019	19109	18359
1020	19126	18339
1021	19143	18319
1022	19161	18299
1023	19178	18279
1024	19196	18259
1025	19213	18240
1026	19231	18220
1027	19248	18200
1028	19267	18181
1029	19287	18164
1030	19305	18144
1031	19324	18126
1032	19342	18107
1033	19362	18089
1034	19380	18069
1035	19398	18050
1036	19419	18033
1037	19434	18011
1038	19451	17991
1039	19469	17971
1040	19487	17952
1041	19508	17935
1042	19526	17916
1043	19545	17897
1044	19563	17878
1045	19582	17860
1046	19601	17841
1047	19618	17821
1048	19638	17803
1049	19656	17784
1050	19675	17765
1051	19693	17746
1052	19710	17726
1053	19728	17706
1054	19746	17687
1055	19764	17668
