iter	RMSE	AverageGain:top=10
1720	0.104781009	0.5058115933
1721	0.1047645615	0.5058115933
1722	0.1047319538	0.505958259
1723	0.1047043085	0.5059153434
1724	0.1046762972	0.5059153434
1725	0.1046561279	0.5059153434
1726	0.1046271652	0.5059598136
1727	0.1046264169	0.5059598136
1728	0.1046064387	0.5059598136
1729	0.1045806685	0.5060010554
1730	0.1045514226	0.5057680672
1731	0.1045086808	0.505813148
1732	0.104481519	0.5058543898
1733	0.1044558204	0.5058543898
1734	0.1044285131	0.5058543898
1735	0.1044128467	0.5058543898
1736	0.1043994805	0.5058543898
1737	0.1043776787	0.5058543898
1738	0.1043560143	0.5058543898
1739	0.1043290394	0.5058543898
1740	0.1043025567	0.505809309
1741	0.1042704698	0.505809309
1742	0.1042577312	0.505809309
1743	0.1042321696	0.505809309
1744	0.1041910091	0.5058543898
1745	0.1041591508	0.5058543898
1746	0.1041498989	0.5058543898
1747	0.1041236495	0.5058543898
1748	0.104107261	0.5058543898
1749	0.1040846402	0.5058543898
1750	0.1040556795	0.5060730173
1751	0.1040369717	0.5060730173
1752	0.104008514	0.5060730173
1753	0.1039848234	0.5060010554
1754	0.1039472033	0.5062624793
1755	0.1039205151	0.5061158137
1756	0.1038999932	0.5061158137
1757	0.1038800536	0.5061158137
1758	0.1038579906	0.5062927081
1759	0.1038338862	0.5062927081
1760	0.1038149489	0.5064311242
1761	0.103770744	0.5064311242
1762	0.1037453354	0.5064819971
1763	0.1037169601	0.5065247936
1764	0.1037005402	0.5065247936
1765	0.1036889734	0.5065247936
1766	0.1036461396	0.5064517684
1767	0.1036132033	0.5059620014
1768	0.103587116	0.5059620014
1769	0.103549851	0.5059620014
1770	0.103545731	0.5059620014
1771	0.1035092116	0.5059620014
1772	0.1035007033	0.5059620014
1773	0.1034794015	0.5060350266
1774	0.1034715986	0.5060350266
1775	0.1034479078	0.5060350266
1776	0.1034189494	0.5060350266
1777	0.1033850182	0.5060350266
1778	0.103362082	0.5060350266
1779	0.1033457763	0.5059620014
1780	0.1033106682	0.5059620014
1781	0.1032802581	0.5059620014
1782	0.1032657722	0.5059711681
1783	0.1032339774	0.5063877729
1784	0.1032236263	0.5063877729
1785	0.103213058	0.5059620014
1786	0.1031880267	0.5059620014
1787	0.1031655004	0.5064107501
1788	0.1031329717	0.5064107501
1789	0.1031085444	0.5064107501
1790	0.1030865104	0.5064107501
1791	0.1030859711	0.5063598772
1792	0.1030483271	0.5070732078
1793	0.1030161443	0.5070732078
1794	0.1030157334	0.5070732078
1795	0.1029970084	0.5070732078
1796	0.1029677121	0.5069347917
1797	0.1029494852	0.5069347917
1798	0.1029288428	0.5069347917
1799	0.1029091425	0.5069347917
1800	0.1028882794	0.5069347917
1801	0.1028490005	0.5069347917
1802	0.1028362079	0.5069347917
1803	0.1028214416	0.5069347917
1804	0.1028051912	0.5069347917
1805	0.1027815441	0.5069347917
1806	0.1027453788	0.5069856647
1807	0.102711891	0.5069856647
1808	0.102694557	0.5071240808
1809	0.1026691423	0.5069856647
1810	0.1026651774	0.5069856647
1811	0.1026156972	0.5069856647
1812	0.1025943813	0.5069856647
1813	0.1025812873	0.5069948314
1814	0.1025660344	0.5069948314
1815	0.1025565712	0.5069856647
1816	0.1025355652	0.5069856647
1817	0.1025350914	0.5069856647
1818	0.1025213969	0.5069856647
1819	0.1024977396	0.5069856647
1820	0.1024850754	0.5069856647
1821	0.1024696778	0.5072144815
1822	0.1024426286	0.5072144815
1823	0.1024285521	0.5072144815
1824	0.1024105582	0.5072144815
1825	0.1023896393	0.5069948314
1826	0.1023735459	0.5069948314
1827	0.1023447521	0.5069948314
1828	0.102332731	0.5069948314
1829	0.1023152147	0.5069852002
1830	0.1023149644	0.5070360732
1831	0.1022892979	0.5074618447
1832	0.1022662506	0.5074618447
1833	0.102245175	0.5074618447
1834	0.1022263273	0.5074618447
1835	0.102205331	0.5074618447
1836	0.1022049832	0.5074618447
1837	0.1021946879	0.5074618447
1838	0.1021766118	0.5074618447
1839	0.1021533715	0.5074526779
1840	0.1021209433	0.5074526779
1841	0.1021182642	0.5074526779
1842	0.1020973141	0.5074526779
1843	0.1020782722	0.5074526779
1844	0.1020521894	0.5074526779
1845	0.1020319037	0.5074526779
1846	0.1020082385	0.5074526779
1847	0.1019782222	0.5074526779
1848	0.1019616763	0.5074526779
1849	0.1019287991	0.5074526779
1850	0.1019138328	0.5075910941
1851	0.1018762028	0.5075910941
1852	0.101852472	0.5075910941
1853	0.1018282592	0.5075910941
1854	0.1018022145	0.5074526779
1855	0.1017925013	0.5074526779
1856	0.1017641526	0.5074526779
1857	0.1017432433	0.5075910941
1858	0.1017086979	0.5074526779
1859	0.1016893439	0.5075257031
1860	0.1016759487	0.5075257031
1861	0.1016366338	0.5076641192
1862	0.1016243001	0.5075257031
1863	0.1016046327	0.5076641192
1864	0.1015859794	0.5075257031
1865	0.101570271	0.507892936
1866	0.1015660133	0.507892936
1867	0.1015411151	0.507892936
1868	0.1015066861	0.5076641192
1869	0.1014897577	0.5075257031
1870	0.1014505638	0.5075257031
1871	0.1014197786	0.5075257031
1872	0.1013910307	0.5075257031
1873	0.1013551335	0.5075257031
1874	0.1013325861	0.5076613064
1875	0.1013189576	0.5076613064
1876	0.1012943921	0.5076613064
1877	0.1012792927	0.5078901232
1878	0.1012537598	0.5078901232
1879	0.1012410185	0.5078901232
1880	0.1012122206	0.5078901232
1881	0.1011986154	0.5078901232
1882	0.1011729203	0.5078901232
1883	0.101163737	0.5078901232
1884	0.1011554418	0.5078901232
1885	0.1011553689	0.5078901232
1886	0.1011444361	0.5078901232
1887	0.1011253153	0.5078901232
1888	0.1010989962	0.5078901232
1889	0.1010801291	0.5078901232
1890	0.1010618706	0.5078901232
1891	0.1010426218	0.5078901232
1892	0.1010302111	0.5078901232
1893	0.1010088192	0.5078901232
1894	0.1009952543	0.5078901232
1895	0.1009829791	0.5078901232
1896	0.1009544489	0.5078901232
1897	0.1009316219	0.5078901232
1898	0.100891569	0.5078901232
1899	0.1008717975	0.5078901232
1900	0.1008412673	0.5078488814
1901	0.1008411233	0.5078488814
1902	0.1008321465	0.5078488814
1903	0.1008088029	0.5078488814
1904	0.1007969836	0.5078488814
1905	0.1007840577	0.5078488814
1906	0.1007638188	0.5078488814
1907	0.1007361645	0.5078488814
1908	0.1006900894	0.5078488814
1909	0.1006855992	0.5078488814
1910	0.1006665114	0.5078488814
1911	0.1006371081	0.5078488814
1912	0.1006261192	0.5078488814
1913	0.1005949056	0.5078488814
1914	0.1005728567	0.5078488814
1915	0.1005686453	0.5078542616
1916	0.1005445931	0.5078542616
1917	0.1005234215	0.5078542616
1918	0.1004965993	0.5078542616
1919	0.1004811673	0.5078542616
1920	0.1004624129	0.5078542616
1921	0.1004371676	0.5078542616
1922	0.100436637	0.5078542616
1923	0.1004358471	0.5078542616
1924	0.1004112059	0.5078542616
1925	0.1003836721	0.5078542616
1926	0.1003596649	0.5078542616
1927	0.1003416009	0.5078542616
1928	0.10032604	0.5078542616
1929	0.1002922445	0.5078542616
1930	0.1002692072	0.5078542616
1931	0.1002453341	0.5078542616
1932	0.1002186189	0.5078542616
1933	0.1002144377	0.5078542616
1934	0.1001717159	0.5078542616
1935	0.1001716728	0.5078542616
1936	0.1001465736	0.5078542616
1937	0.1001352619	0.5078542616
1938	0.1001190207	0.5078542616
1939	0.1000891688	0.5078542616
1940	0.1000742701	0.5078542616
1941	0.1000568444	0.5078542616
1942	0.1000291653	0.5078542616
1943	0.1000027649	0.5078542616
1944	0.09996950313	0.5078542616
1945	0.09995455208	0.5078542616
1946	0.09993327652	0.5078542616
1947	0.09991127601	0.5081671235
1948	0.09988663486	0.5081671235
1949	0.0998698897	0.5081671235
1950	0.09983010231	0.5083053545
1951	0.0998057605	0.5083053545
1952	0.0998005426	0.5083053545
1953	0.09977378366	0.5083053545
1954	0.09974563364	0.5083465963
1955	0.0997284365	0.5083465963
1956	0.09969349956	0.5083465963
1957	0.09966801546	0.5083465963
1958	0.09965200473	0.5083465963
1959	0.09962347373	0.5083465963
1960	0.09960469595	0.5083465963
1961	0.09958916577	0.5083465963
1962	0.09958110988	0.5083465963
1963	0.0995522462	0.5083465963
1964	0.09952227704	0.5083465963
1965	0.09952192315	0.5083465963
1966	0.0995174774	0.5083465963
1967	0.09950207063	0.5083465963
1968	0.09948806108	0.5083705399
1969	0.09944910458	0.5083705399
1970	0.09940282241	0.5083705399
1971	0.09938906574	0.5083705399
1972	0.09935041987	0.5083705399
1973	0.09933004498	0.5083705399
1974	0.09932273878	0.5083705399
1975	0.09930046283	0.5083292982
1976	0.09924861229	0.5083292982
1977	0.09920894006	0.5083705399
1978	0.09917674645	0.5083705399
1979	0.09917662698	0.5083705399
1980	0.09915308912	0.5083705399
1981	0.09912340962	0.5083705399
1982	0.09908859914	0.5083705399
1983	0.09906766876	0.5083705399
1984	0.09904981733	0.5083705399
1985	0.0990340635	0.5083705399
1986	0.09901302774	0.5083705399
1987	0.09897365208	0.5083705399
1988	0.09895452855	0.5083705399
1989	0.09893385198	0.5083705399
1990	0.09890909153	0.5083705399
1991	0.09888454175	0.5083705399
1992	0.09885606219	0.508366033
1993	0.09883709612	0.5083247912
1994	0.09883685104	0.5083247912
1995	0.09883672867	0.5083247912
1996	0.09882168384	0.5083247912
1997	0.09880596667	0.5083247912
1998	0.09878657108	0.508366033
1999	0.09876287641	0.508366033
